title,studio,domestic_gross,foreign_gross,year
rustom (2016),zee,1100000.0,571000.0,2016
i saw the light (2016),spc,1600000.0,19400000.0,2016
jane got a gun (2016),wein.,1500000.0,19400000.0,2016
toni erdmann (2016),spc,1500000.0,19400000.0,2016
the neon demon (2016),bg,1300000.0,19400000.0,2016
embrace of the serpent (2016),osci.,1300000.0,19400000.0,2016
housefull 3 (2016),eros,1300000.0,19400000.0,2016
mohenjo daro (2016),utv,1300000.0,19400000.0,2016
lazer team (2016),ampl.,1200000.0,19400000.0,2016
the music of strangers (2016),orch.,1200000.0,19400000.0,2016
dough (2016),men.,1100000.0,19400000.0,2016
ma ma (2016),osci.,47300.0,1100000.0,2016
wazir (2016),relbig.,1100000.0,19400000.0,2016
papa: hemingway in cuba (2016),yfg,1100000.0,19400000.0,2016
certain women (2016),ifc,1100000.0,19400000.0,2016
the innocents (2016),mbox,1100000.0,19400000.0,2016
elvis & nixon (2016),bst,1100000.0,19400000.0,2016
operation chromite (2016),cj,1000000.0,19400000.0,2016
baar baar dekho (2016),eros,982000.0,19400000.0,2016
dark horse (2016) (2016),spc,941000.0,19400000.0,2016
neruda (2016),orch.,939000.0,19400000.0,2016
gentleman (2016),gaatri,898000.0,19400000.0,2016
ki & ka (2016),eros,858000.0,19400000.0,2016
dishoom (2016),eros,813000.0,19400000.0,2016
the wailing (goksung) (2016),wgusa,787000.0,19400000.0,2016
chongqing hot pot (2016),cl,780000.0,19400000.0,2016
the polar express (2016 re-issue) (2016),wb,765000.0,19400000.0,2016
little men (2016) (2016),magn.,703000.0,19400000.0,2016
chaar sahibzaade: rise of band singh bahadur (2016),eros,701000.0,19400000.0,2016
born to be blue (us release) (2016),ifc,678000.0,19400000.0,2016
city of gold (2016),ifc,641000.0,19400000.0,2016
remember (us release) (2016),a24,638000.0,19400000.0,2016
embrace: the documentary (2016),gathr,629000.0,19400000.0,2016
tickled (2016),magn.,614000.0,19400000.0,2016
"lo and behold, reveries of the connected world (2016)",magn.,595000.0,19400000.0,2016
a tale of love and darkness (2016),fcw,572000.0,19400000.0,2016
tunnel (2016),wgusa,569000.0,19400000.0,2016
knight of cups (2016),bg,566000.0,19400000.0,2016
harry & snowman (2016),fr,561000.0,19400000.0,2016
american pastoral (2016),lgf,544000.0,19400000.0,2016
the age of shadows (2016),cj,542000.0,19400000.0,2016
fitoor (2016),utv,529000.0,19400000.0,2016
the first monday in may (2016),magn.,527000.0,19400000.0,2016
marguerite (2016),cohen,497000.0,19400000.0,2016
the boy and the beast (2016),fun,491000.0,19400000.0,2016
wiener-dog (2016),ifc,477000.0,19400000.0,2016
our little sister (2016),spc,468000.0,19400000.0,2016
only yesterday (2016 re-release) (2016),gk,453000.0,19400000.0,2016
baaghi (2016),utv,438000.0,19400000.0,2016
land of mine (2016),spc,435000.0,19400000.0,2016
things to come (2016),ifc,388000.0,19400000.0,2016
the lobster (canada release) (2016),mon,377000.0,19400000.0,2016
mr. donkey (2016),cl,356000.0,19400000.0,2016
happy bhaag jayegi (2016),eros,352000.0,19400000.0,2016
high-rise (2016),magn.,346000.0,19400000.0,2016
te3n (2016),rel.,332000.0,19400000.0,2016
francofonia (2016),mbox,307000.0,19400000.0,2016
mia madre (2016),mbox,303000.0,19400000.0,2016
april and the extraordinary world (2016),gk,295000.0,19400000.0,2016
ixcanul (2016),kl,295000.0,19400000.0,2016
the people vs. fritz bauer (2016),cohen,288000.0,19400000.0,2016
aquarius (2016),vita.,286000.0,19400000.0,2016
kingsglaive: final fantasy: xv (2016),ve,270000.0,19400000.0,2016
my golden days (2016),magn.,269000.0,19400000.0,2016
the family fang (2016),sm,263000.0,19400000.0,2016
dheepan (2016),ifc,262000.0,19400000.0,2016
"life, animated (2016)",orch.,255000.0,19400000.0,2016
oasis: supersonic (2016),a24,243000.0,19400000.0,2016
the invitation (2016),drft.,232000.0,19400000.0,2016
miss hokusai (2016),gk,223000.0,19400000.0,2016
kaptaan (2016),utv,204000.0,19400000.0,2016
league of gods (2016),sony,182000.0,19400000.0,2016
viva (2016),magn.,178000.0,19400000.0,2016
the wave (2016),magn.,177000.0,19400000.0,2016
asura: the city of madness (2016),cj,176000.0,19400000.0,2016
louder than bombs (2016),orch.,164000.0,19400000.0,2016
howards end (2016 restoration) (2016),cohen,160000.0,19400000.0,2016
sunset song (2016),magn.,160000.0,19400000.0,2016
born to be blue (2016),eone,152000.0,19400000.0,2016
seasons (2016),mbox,150000.0,19400000.0,2016
rams (hrútar) (2016),cohen,149000.0,19400000.0,2016
tumbledown (2016),sm,135000.0,19400000.0,2016
the brand new testament (2016),mbox,128000.0,19400000.0,2016
spirits' homecoming (2016),pm&e,126000.0,19400000.0,2016
sweet bean (2016),kl,125000.0,19400000.0,2016
a war (2016),magn.,123000.0,19400000.0,2016
fire at sea (2016),kl,121000.0,19400000.0,2016
hockney (2016),fm,121000.0,19400000.0,2016
three (2016),wgusa,120000.0,19400000.0,2016
tale of tales (2016),ifc,119000.0,19400000.0,2016
the measure of a man (2016),kl,112000.0,19400000.0,2016
aferim! (2016),bwp,108000.0,19400000.0,2016
until forever (por siempre) (2016),cz,105000.0,19400000.0,2016
under the sun (2016) (2016),icar.,105000.0,19400000.0,2016
our last tango (2016),strand,100000.0,19400000.0,2016
rock on 2 (2016),eros,98900.0,19400000.0,2016
seondal: the man who sells the river (2016),cj,97500.0,19400000.0,2016
so young 2: never gone (2016),cl,96400.0,19400000.0,2016
"new york, new york (2016) (2016)",cl,92400.0,19400000.0,2016
fireworks wednesday (2016),ghop,90500.0,19400000.0,2016
no one's life is easy: so i married an anti-fan (2016),cl,89300.0,19400000.0,2016
"my love, don't cross that river (2016)",fm,88000.0,19400000.0,2016
author: the jt leroy story (2016),magn.,86000.0,19400000.0,2016
mountains may depart (2016),kl,82900.0,19400000.0,2016
cock and bull (2016),cl,82800.0,19400000.0,2016
a street cat named bob (2016),cleopatra,82700.0,19400000.0,2016
les cowboys (2016),cohen,80800.0,19400000.0,2016
saala khadoos (2016),utv,76900.0,19400000.0,2016
the monster (2016) (2016),a24,12500.0,62200.0,2016
dancer (2016),ifc,71900.0,19400000.0,2016
sweet 20 (2016),cj,71800.0,19400000.0,2016
the dark horse (2016),bg,67500.0,19400000.0,2016
phantom detective (2016),cj,67100.0,19400000.0,2016
ran (2016 re-issue) (2016),rialto,66100.0,19400000.0,2016
microbe & gasoline (2016),scre.,63800.0,19400000.0,2016
time renegades (2016),cj,59400.0,19400000.0,2016
vanishing time: a boy who returned (2016),dreamwest,57800.0,19400000.0,2016
dongju: the portrait of a poet (2016),cj,56600.0,19400000.0,2016
l'attesa (2016),osci.,55800.0,19400000.0,2016
the lovers and the despot (2016),magn.,55500.0,19400000.0,2016
clown (2016),w/dim.,55000.0,19400000.0,2016
diary of a chambermaid (2016),cohen,54200.0,19400000.0,2016
high strung (2016) (2016),pala.,53400.0,19400000.0,2016
the club (2016),mbox,52800.0,19400000.0,2016
being 17 (2016),strand,52700.0,19400000.0,2016
the last man on the moon (2016),grav.,52500.0,19400000.0,2016
my annoying brother (2016),cj,52000.0,19400000.0,2016
cemetery of splendor (2016),strand,52000.0,19400000.0,2016
disorder (2016),ifc,51900.0,19400000.0,2016
like for likes (2016),cj,50800.0,19400000.0,2016
in the shadow of women (2016),distrib.,50300.0,19400000.0,2016
in order of disappearance (2016),magn.,50300.0,19400000.0,2016
the treasure (2016),sds,50200.0,19400000.0,2016
fatima (2016),kl,50100.0,19400000.0,2016
we are x (2016),drft.,45300.0,19400000.0,2016
a melody to remember (2016),cj,44300.0,19400000.0,2016
phantom of the theatre (2016),wgusa,44000.0,19400000.0,2016
mastizaade (2016),eros,43400.0,19400000.0,2016
closet monster (2016),strand,42200.0,19400000.0,2016
troublemakers: the story of land art (2016),frun,29500.0,9100.0,2016
come what may (2016),cohen,37800.0,19400000.0,2016
until forever (2016),linn,35800.0,19400000.0,2016
summertime (2016) (2016),strand,35300.0,19400000.0,2016
songs my brothers taught me (2016),kl,34800.0,19400000.0,2016
mr. right (2016),fcw,34700.0,19400000.0,2016
phantom boy (2016),gk,34400.0,19400000.0,2016
sweet sixteen (xia you qiao mu) (2016),cl,34300.0,19400000.0,2016
eisenstein in guanajuato (2016),strand,34300.0,19400000.0,2016
last cab to darwin (2016),frun,34200.0,19400000.0,2016
the map against the world (2016),cj,34000.0,19400000.0,2016
kaili blues (2016),ghop,32200.0,19400000.0,2016
anesthesia (2016),ifc,32200.0,19400000.0,2016
"rio, i love you (2016)",scre.,32000.0,19400000.0,2016
as i open my eyes (2016),kl,31000.0,19400000.0,2016
the son of joseph (2016),kl,30600.0,19400000.0,2016
from afar (2016),strand,30200.0,19400000.0,2016
for a few bullets (2016),cl,30100.0,19400000.0,2016
the last princess (2016),cj,29300.0,19400000.0,2016
valley of love (2016),strand,28600.0,19400000.0,2016
blackway (2016),electric,27100.0,19400000.0,2016
neon bull (2016),kl,26700.0,19400000.0,2016
papa (luo shan ji dao dan ji hua) (2016),jampa,26700.0,19400000.0,2016
standing tall (la tete haute) (2016),cohen,26100.0,19400000.0,2016
chevalier (2016),strand,25700.0,19400000.0,2016
the new year's eve of old lee (2016),cl,25400.0,19400000.0,2016
cosmos (2016),kl,25300.0,19400000.0,2016
a monster with a thousand heads (2016),mbox,24900.0,19400000.0,2016
evolution (2016),ifc,24800.0,19400000.0,2016
"right now, wrong then (2016)",ghop,24500.0,19400000.0,2016
lolo (2016),fr,24100.0,19400000.0,2016
sanam teri kasam (2016),eros,22100.0,19400000.0,2016
term life (2016),fcw,21300.0,19400000.0,2016
the sea of trees (2016),a24,20400.0,19400000.0,2016
wildflower (secretos del alma) (2016),cz,18100.0,19400000.0,2016
colonia (2016),scre.,15700.0,19400000.0,2016
argentina (2016),frun,14900.0,19400000.0,2016
remember you (2016),cj,14800.0,19400000.0,2016
adderall diaries (2016),a24,13200.0,19400000.0,2016
neither heaven nor earth (2016),fm,12800.0,19400000.0,2016
the ones below (2016),magn.,12500.0,19400000.0,2016
"kiki, love to love (2016)",strand,12500.0,19400000.0,2016
don't call me son (2016),zeit.,11700.0,19400000.0,2016
jeruzalem (2016),epicpics,11300.0,19400000.0,2016
serial killer 1 (2016),kl,10300.0,19400000.0,2016
chronic (2016),mr,9000.0,19400000.0,2016
magnus (2016),fr,8900.0,19400000.0,2016
the last king (2016),magn.,8900.0,19400000.0,2016
mojave (2016),a24,8300.0,19400000.0,2016
the other side (2016),fm,8100.0,19400000.0,2016
the president (2016),crnth,7600.0,19400000.0,2016
they will have to kill us first (2016),bbc,7500.0,19400000.0,2016
the carer (2016),crnth,6200.0,19400000.0,2016
klown forever (2016),drft.,5700.0,19400000.0,2016
search party (2016),fcw,4600.0,19400000.0,2016
in harmony (2016),distrib.,3100.0,19400000.0,2016
in her name (au nom de ma fille) (2016),distrib.,1600.0,19400000.0,2016
next time i'll aim for the heart (2016),distrib.,800.0,19400000.0,2016
the student and mr. henri (2016),distrib.,800.0,19400000.0,2016
down by love (2016),distrib.,700.0,19400000.0,2016
news from planet mars (2016),kl,300.0,19400000.0,2016
satanic (2016),magn.,300.0,19400000.0,2016
star wars: the last jedi (2017),bv,620200000.0,712400000.0,2017
beauty and the beast (2017) (2017),bv,504000000.0,759500000.0,2017
the fate of the furious (2017),uni.,226000000.0,1010.0,2017
despicable me 3 (2017),uni.,264600000.0,770200000.0,2017
jumanji: welcome to the jungle (2017),sony,404500000.0,557600000.0,2017
spider-man: homecoming (2017),sony,334200000.0,546000000.0,2017
wolf warrior 2 (2017),hc,2700000.0,867600000.0,2017
guardians of the galaxy vol. 2 (2017),bv,389800000.0,473900000.0,2017
thor: ragnarok (2017),bv,315100000.0,538900000.0,2017
wonder woman (2017),wb,412600000.0,409300000.0,2017
coco (2017),bv,209700000.0,597400000.0,2017
pirates of the caribbean: dead men tell no tales (2017),bv,172600000.0,622300000.0,2017
it (2017),wb (nl),327500000.0,372900000.0,2017
justice league (2017),wb,229000000.0,428900000.0,2017
logan (2017) (2017),fox,226300000.0,392700000.0,2017
transformers: the last knight (2017),par.,130199999.0,475300000.0,2017
kong: skull island (2017),wb,168100000.0,398600000.0,2017
the boss baby (2017),fox,175000000.0,353000000.0,2017
dunkirk (2017),wb,188000000.0,337200000.0,2017
war for the planet of the apes (2017),fox,146900000.0,343800000.0,2017
the greatest showman (2017),fox,174300000.0,260700000.0,2017
kingsman: the golden circle (2017),fox,100200000.0,310700000.0,2017
the mummy (2017) (2017),uni.,80200000.0,329000000.0,2017
cars 3 (2017),bv,152900000.0,231000000.0,2017
fifty shades darker (2017),uni.,114600000.0,267000000.0,2017
your name. (2017),fun,5000000.0,353000000.0,2017
murder on the orient express (2017) (2017),fox,102800000.0,250000000.0,2017
xxx: the return of xander cage (2017),par.,44900000.0,301200000.0,2017
the great wall (2017),uni.,45500000.0,289400000.0,2017
resident evil: the final chapter (2017),sgem,26800000.0,285400000.0,2017
the lego batman movie (2017),wb,175800000.0,136200000.0,2017
annabelle: creation (2017),wb (nl),102100000.0,204400000.0,2017
wonder (2017),lgf,132400000.0,173500000.0,2017
ferdinand (2017),fox,84400000.0,211700000.0,2017
split (2017),uni.,138300000.0,140200000.0,2017
blade runner 2049 (2017),wb,92100000.0,167200000.0,2017
get out (2017),uni.,176000000.0,79400000.0,2017
kung fu yoga (2017),wgusa,363000.0,253800000.0,2017
baahubali 2: the conclusion (2017),grtindia,20200000.0,234000000.0,2017
journey to the west: the demons strike back (2017),sony,880000.0,245700000.0,2017
alien: covenant (2017),fox,74300000.0,166600000.0,2017
baby driver (2017),tris,107800000.0,119100000.0,2017
valerian and the city of a thousand planets (2017),stx,41200000.0,184700000.0,2017
geostorm (2017),wb,33700000.0,187900000.0,2017
the emoji movie (2017),sony,86100000.0,131699999.0,2017
a dog's purpose (2017),uni.,64500000.0,140500000.0,2017
smurfs: the lost village (2017),sony,45000000.0,152200000.0,2017
the shape of water (2017),foxs,63900000.0,131400000.0,2017
pitch perfect 3 (2017),uni.,104900000.0,80500000.0,2017
daddy's home 2 (2017),par.,104000000.0,76600000.0,2017
the post (2017),fox,81900000.0,97900000.0,2017
baywatch (2017),par.,58100000.0,119800000.0,2017
the hitman's bodyguard (2017),lg/s,75500000.0,101100000.0,2017
john wick: chapter two (2017),lg/s,92000000.0,79500000.0,2017
ghost in the shell (2017) (2017),par.,40600000.0,129199999.0,2017
"three billboards outside ebbing, missouri (2017)",foxs,54500000.0,104700000.0,2017
duckweed (2017),cl,472000.0,150600000.0,2017
darkest hour (2017),focus,56500000.0,94400000.0,2017
king arthur: legend of the sword (2017),wb,39200000.0,109500000.0,2017
the foreigner (2017),stx,34400000.0,111000000.0,2017
power rangers (2017) (2017),lgf,85400000.0,57000000.0,2017
girls trip (2017),uni.,115200000.0,25400000.0,2017
american made (2017),uni.,51300000.0,83500000.0,2017
a bad moms christmas (2017),stx,72100000.0,58400000.0,2017
captain underpants: the first epic movie (2017),fox,73900000.0,51600000.0,2017
happy death day (2017),uni.,55700000.0,69800000.0,2017
the lego ninjago movie (2017),wb,59300000.0,63800000.0,2017
the dark tower (2017),sony,50700000.0,62500000.0,2017
buddies in india (2017),cl,293000.0,109300000.0,2017
leap! (2017),wein.,21900000.0,81400000.0,2017
jigsaw (2017),lgf,38100000.0,64900000.0,2017
railroad tigers (2017),wgusa,218000.0,102000000.0,2017
life (2017) (2017),sony,30200000.0,70300000.0,2017
atomic blonde (2017),focus,51700000.0,48300000.0,2017
the shack (2017),lg/s,57400000.0,39600000.0,2017
some like it hot (qing shung) (2017),cl,100000.0,95600000.0,2017
tiger zinda hai (2017),yash,5600000.0,81800000.0,2017
going in style (2017) (2017),wb (nl),45000000.0,39900000.0,2017
rings (2017),par.,27800000.0,55300000.0,2017
a taxi driver (2017),wgusa,1500000.0,80100000.0,2017
underworld: blood wars (2017),sgem,30400000.0,50700000.0,2017
lady bird (2017),a24,49000000.0,30000000.0,2017
american assassin (2017),lgf,36200000.0,31000000.0,2017
one piece film: gold (2017),fun,424000.0,65800000.0,2017
victoria and abdul (2017),focus,22200000.0,43200000.0,2017
the nut job 2: nutty by nature (2017),orf,28400000.0,36800000.0,2017
monster trucks (2017),par.,33400000.0,31100000.0,2017
the mountain between us (2017),fox,30300000.0,32500000.0,2017
the star (2017),sony,40900000.0,22000000.0,2017
how to be a latin lover (2017),pnt,32100000.0,29700000.0,2017
"everything, everything (2017)",wb,34100000.0,27500000.0,2017
snatched (2017),fox,45900000.0,15000000.0,2017
my little pony: the movie (2017),lgf,21900000.0,38400000.0,2017
molly's game (2017),stx,28800000.0,30500000.0,2017
all the money in the world (2017),tris,25100000.0,31900000.0,2017
the big sick (2017),lgf,42900000.0,13500000.0,2017
confidential assignment (2017),cj,476000.0,55500000.0,2017
downsizing (2017),par.,24400000.0,30600000.0,2017
"i, tonya (2017)",neon,30000000.0,23900000.0,2017
logan lucky (2017),bst,27800000.0,20700000.0,2017
tyler perry's boo 2! a madea halloween (2017),lgf,47300000.0,1000000.0,2017
phantom thread (2017),focus,21200000.0,26600000.0,2017
rough night (2017),sony,22100000.0,25200000.0,2017
the battleship island (2017),cj,1100000.0,45000000.0,2017
flatliners (2017) (2017),sony,16900000.0,28300000.0,2017
all eyez on me (2017),lg/s,44900000.0,19400000.0,2017
mother! (2017),par.,17800000.0,26700000.0,2017
47 meters down (2017),entmp,44300000.0,19400000.0,2017
the snowman (2017),uni.,6700000.0,36400000.0,2017
gifted (2017),foxs,24800000.0,18200000.0,2017
loving vincent (2017),good deed,6700000.0,35500000.0,2017
call me by your name (2017),spc,18100000.0,23800000.0,2017
t2: trainspotting (2017),tris,2400000.0,39300000.0,2017
fist fight (2017),wb (nl),32200000.0,8900000.0,2017
diary of a wimpy kid: the long haul (2017),fox,20700000.0,19400000.0,2017
the house (2017),wb (nl),25600000.0,8600000.0,2017
tad the lost explorer and the secret of king midas (2017),parc,5900.0,34200000.0,2017
wind river (2017),wein.,33800000.0,19400000.0,2017
sleepless (2017),orf,20800000.0,12100000.0,2017
kidnap (2017) (2017),aviron,31000000.0,19400000.0,2017
the disaster artist (2017),a24,21100000.0,8700000.0,2017
hostiles (2017),entmp,29800000.0,19400000.0,2017
the beguiled (2017) (2017),focus,10700000.0,16700000.0,2017
home again (2017),orf,27000000.0,19400000.0,2017
judwaa 2 (2017),fip,1400000.0,25500000.0,2017
chips (2017),wb,18600000.0,8199999.0,2017
the bye bye man (2017),stx,22400000.0,4300000.0,2017
a cure for wellness (2017),fox,8100000.0,18500000.0,2017
the zookeeper's wife (2017),focus,17600000.0,8600000.0,2017
only the brave (2017),sony,18300000.0,7400000.0,2017
father figures (2017),wb,17500000.0,8100000.0,2017
badrinath ki dulhania (2017),fip,2000000.0,23200000.0,2017
born in china (2017),bv,13900000.0,11200000.0,2017
the founder (2017),wein.,12800000.0,11300000.0,2017
jolly llb 2 (2017),fip,1700000.0,21300000.0,2017
the glass castle (2017),lgf,17300000.0,4600000.0,2017
sword art online: the movie - ordinal scale (2017),elev.,1500000.0,19200000.0,2017
the circle (2017) (2017),stx,20500000.0,19400000.0,2017
it comes at night (2017),a24,14000000.0,5300000.0,2017
the lost city of z (2017),bst,8600000.0,10700000.0,2017
unforgettable (2017) (2017),wb,11400000.0,6400000.0,2017
the case for christ (2017),pfr,14700000.0,3000000.0,2017
detroit (2017),annapurna,16800000.0,19400000.0,2017
wonder wheel (2017),amazon,1400000.0,14500000.0,2017
gold (2017),wein.,7200000.0,7700000.0,2017
the space between us (2017),stx,7900000.0,6900000.0,2017
wish upon (2017),bg,14300000.0,19400000.0,2017
a united kingdom (2017),foxs,3900000.0,9900000.0,2017
"roman j. israel, esq. (2017)",sony,12000000.0,1100000.0,2017
mubarakan (2017),sony,759000.0,12100000.0,2017
battle of the sexes (2017),foxs,12600000.0,19400000.0,2017
the promise (2017) (2017),orf,8199999.0,4200000.0,2017
before i fall (2017),orf,12200000.0,19400000.0,2017
earth: one amazing day (2017),bbc,81300.0,11600000.0,2017
thank you for your service (2017) (2017),uni.,9500000.0,19400000.0,2017
rock dog (2017),lg/s,9400000.0,19400000.0,2017
my cousin rachel (2017),foxs,2700000.0,6500000.0,2017
truman (2017),fr,211000.0,8800000.0,2017
stronger (2017),ratt.,4200000.0,4200000.0,2017
tulip fever (2017),wein.,2500000.0,5900000.0,2017
viceroy's house (2017),ifc,1100000.0,6700000.0,2017
amityville: the awakening (2017),w/dim.,700.0,7700000.0,2017
just getting started (2017),bg,6100000.0,1600000.0,2017
beatriz at dinner (2017),ratt.,7100000.0,310000.0,2017
i am not your negro (2017),magn.,7100000.0,19400000.0,2017
the red turtle (2017),spc,922000.0,5700000.0,2017
from the land of the moon (2017),ifc,47700.0,6500000.0,2017
maudie (2017),spc,6200000.0,19400000.0,2017
all saints (2017),affirm,5800000.0,140000.0,2017
the florida project (2017),a24,5900000.0,19400000.0,2017
suburbicon (2017),par.,5800000.0,19400000.0,2017
the man who invented christmas (2017),bst,5700000.0,19400000.0,2017
paris can wait (2017),spc,5600000.0,19400000.0,2017
phillauri (2017),fip,468000.0,5000000.0,2017
ok jaanu (2017),fip,356000.0,5000000.0,2017
an inconvenient sequel: truth to power (2017),par.,3500000.0,1900000.0,2017
table 19 (2017),foxs,3600000.0,1400000.0,2017
collide (2017),orf,2300000.0,2500000.0,2017
the wall (2017),ratt.,1800000.0,2700000.0,2017
mark felt: the man who brought down the white house (2017),spc,769000.0,3600000.0,2017
terminator 2: judgment day 3d (2017),distrib.,1000000.0,2900000.0,2017
brad's status (2017),annapurna,2100000.0,1700000.0,2017
friend request (2017),entmp,3800000.0,19400000.0,2017
their finest (2017),stx,3600000.0,19400000.0,2017
wonderstruck (2017),ratt.,1100000.0,2200000.0,2017
the leisure seeker (2017),spc,3200000.0,19400000.0,2017
raw (2017) (2017),fcw,515000.0,2600000.0,2017
colossal (2017),neon,3000000.0,19400000.0,2017
a gentleman (2017),fip,410000.0,2500000.0,2017
inhumans (2017),imax,1500000.0,1300000.0,2017
kedi (2017),osci.,2800000.0,19400000.0,2017
the only living boy in new york (2017),ratt.,624000.0,1900000.0,2017
hazlo como hombre (do it like an hombre) (2017),pnt,2500000.0,19400000.0,2017
poster boys (2017),sony,97000.0,2400000.0,2017
the salesman (2017),cohen,2400000.0,19400000.0,2017
pokemon the movie: i choose you! (2017),fathom,2400000.0,19400000.0,2017
jeepers creepers 3 (2017),scre.,2300000.0,19400000.0,2017
un padre no tan padre (2017),pnt,2200000.0,19400000.0,2017
good time (2017),a24,2000000.0,19400000.0,2017
everybody loves somebody (2017),pnt,1900000.0,19400000.0,2017
along with the gods: the two worlds (2017),wgusa,1900000.0,19400000.0,2017
youth (2017) (2017),cl,1900000.0,19400000.0,2017
last flag flying (2017),lgf,965000.0,904000.0,2017
a quiet passion (2017),mbox,1900000.0,19400000.0,2017
free fire (2017),a24,1800000.0,19400000.0,2017
the last word (2017),bst,1800000.0,19400000.0,2017
human flow (2017),magn.,528000.0,1300000.0,2017
jane (2017) (2017),abr.,1700000.0,19400000.0,2017
a ghost story (2017),a24,1600000.0,19400000.0,2017
the square (2017),magn.,1500000.0,19400000.0,2017
patti cake$ (2017),foxs,800000.0,682000.0,2017
the wedding plan (2017),ratt.,1400000.0,19400000.0,2017
personal shopper (2017),ifc,1300000.0,19400000.0,2017
churchill (2017),cohen,1300000.0,19400000.0,2017
the sense of an ending (2017),cbs,1300000.0,19400000.0,2017
3 idiotas (2017),pnt,1200000.0,19400000.0,2017
6 below: miracle on the mountain (2017),mom,14800.0,1100000.0,2017
lady macbeth (2017),ratt.,1100000.0,19400000.0,2017
film stars don't die in liverpool (2017),spc,1000000.0,19400000.0,2017
yu-gi-oh! the dark side of dimensions (2017),sv,1000000.0,19400000.0,2017
lucky (2017) (2017),magn.,956000.0,19400000.0,2017
faces places (2017),cohen,954000.0,19400000.0,2017
tubelight (2017),yash,930000.0,19400000.0,2017
frantz (2017),mbox,881000.0,19400000.0,2017
bombshell: the hedy lamarr story (2017),zeit.,820000.0,19400000.0,2017
walk with me (2017),gathr,727000.0,19400000.0,2017
buena vista social club: adios (2017),bg,123000.0,578000.0,2017
titanic (20th anniversary) (2017),par.,692000.0,19400000.0,2017
lost in paris (2017),osci.,692000.0,19400000.0,2017
shubh mangal saavdhan (2017),eros,690000.0,19400000.0,2017
the midwife (2017),mbox,604000.0,19400000.0,2017
3 generations (2017),wein.,156000.0,375000.0,2017
fairy tail: dragon cry (2017),fun,519000.0,19400000.0,2017
our president (2017),cj,507000.0,19400000.0,2017
letters from baghdad (2017),vita.,360000.0,143000.0,2017
breathe (2017) (2017),bst,490000.0,19400000.0,2017
song to song (2017),bg,444000.0,19400000.0,2017
tom of finland (2017),kl,378000.0,19400000.0,2017
god's own country (2017),orion,336000.0,19400000.0,2017
the breadwinner (2017),gk,312000.0,19400000.0,2017
a silent voice (2017),elev.,310000.0,19400000.0,2017
my life as a zucchini (2017),gk,310000.0,19400000.0,2017
happy end (2017),spc,302000.0,19400000.0,2017
after the storm (2017),fm,272000.0,19400000.0,2017
wakefield (2017),ifc,263000.0,19400000.0,2017
"i, daniel blake (2017)",ifc,260000.0,19400000.0,2017
cezanne et moi (2017),magn.,258000.0,19400000.0,2017
the fortress (2017),cj,253000.0,19400000.0,2017
black butler: book of the atlantic (2017),fun,248000.0,19400000.0,2017
the swindlers (2017),wgusa,242000.0,19400000.0,2017
city of ghosts (2017),ifc,128000.0,100000.0,2017
the prison (2017),wgusa,207000.0,19400000.0,2017
the other side of hope (2017),jan.,184000.0,19400000.0,2017
marjorie prime (2017),fr,181000.0,19400000.0,2017
graduation (2017),ifc,176000.0,19400000.0,2017
mr. gaga: a true story of love and dance (2017),abr.,174000.0,19400000.0,2017
in this corner of the world (2017),fun,172000.0,19400000.0,2017
david lynch: the art life (2017),jan.,171000.0,19400000.0,2017
13 minutes (2017),spc,162000.0,19400000.0,2017
the journey (2017),ifc,155000.0,19400000.0,2017
the void (2017),scre.,151000.0,19400000.0,2017
blade of the immortal (2017),magn.,151000.0,19400000.0,2017
thelma (2017),orch.,147000.0,19400000.0,2017
bpm (beats per minute) (2017),orch.,125000.0,19400000.0,2017
explosion (2017),cl,123000.0,19400000.0,2017
the king's choice (2017),gold.,113000.0,19400000.0,2017
slack bay (2017),kl,113000.0,19400000.0,2017
like crazy (2017) (2017),strand,107000.0,19400000.0,2017
fabricated city (2017),cj,105000.0,19400000.0,2017
the lure (2017),jan.,102000.0,19400000.0,2017
score: a film music documentary (2017),grav.,101000.0,19400000.0,2017
munna michael (2017),eros,99600.0,19400000.0,2017
the mayor (2017),wgusa,96800.0,19400000.0,2017
the fencer (2017),cfi,96000.0,19400000.0,2017
memoir of a murderer (2017),wgusa,91300.0,19400000.0,2017
the king's case note (2017),cj,91000.0,19400000.0,2017
warriors of the dawn (2017),fip,84500.0,19400000.0,2017
the nile hilton incident (2017),strand,81100.0,19400000.0,2017
pop aye (2017),kl,78000.0,19400000.0,2017
i can speak (2017),cj,63200.0,19400000.0,2017
tomorrow (2017),utmw,62500.0,19400000.0,2017
worlds apart (2017),cls,60300.0,19400000.0,2017
extraordinary mission (2017),crimson,54200.0,19400000.0,2017
the ornithologist (2017),strand,50500.0,19400000.0,2017
napping princess (2017),gk,48200.0,19400000.0,2017
twenty two (2017),cl,46800.0,19400000.0,2017
bluebeard (2017),wgusa,43100.0,19400000.0,2017
one week and a day (2017),osci.,41600.0,19400000.0,2017
the commune (2017),magn.,38700.0,19400000.0,2017
a woman's life (2017),kl,37600.0,19400000.0,2017
afterimage (2017),fm,33400.0,19400000.0,2017
alone in berlin (2017),ifc,33100.0,19400000.0,2017
the villainess (2017),wgusa,27700.0,19400000.0,2017
the daughter (2017),kl,26400.0,19400000.0,2017
